notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid,process_code,state,cnty_fips,cnty_name,district_number,rrc,Reg,region_name,play,play_name,drill_depth_ft,lateral_length_ft,API,Sulfur,federal_land,project_royalty_multiplier,std_pattern_size_acres,total_pattern_size_acres,totpat,past_wells,Ninjwell,resacc,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,WL1,WL2,WL3,WL4,WL5,WL6,WL7,WL8,WL9,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,WL25,WL26,WL27,WL28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,WL36,WL37,WL38,WL39,WL40
DGTX440610301,1,TX,103,Crane,56,8,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",11410,6549,49,0.2065,0,0,80.4,4054.64961,51,0,0,10,125.0223573,0.427578282,0.315026019,0.096188132,0.066176597,0.09503097,1.2181,1.23971,1.12745,1.05777,1.00801,0.96968,0.93874,0.91291,0.89083,0.87162,0.85466,0.83951,0.82583,0.81339,0.802,0.7915,0.78178,0.77272,0.76429,0.75637,0.74888,0.74187,0.73521,0.72889,0.72289,0.71717,0.71173,0.70651,0.70151,0.69672,0.69213,0.68766,0.68343,0.67934,0.67537,0.67154,0.66783,0.66426,0.66079,0.65742,2.13641,0.93792,0.41179,0.18079,0.07938,0.03485,0.0153,0.00671,0.00295,0.00128,0.00056,0.00025,0.00012,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440617301,1,TX,173,Glasscock,56,8,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",10330.95,5254.277021,44.67,0.258125,0,0,93.75,169874.1935,1812,0,0,10,137.6418169,0.46619662,0.319837126,0.101880745,0.04805734,0.064028169,9.9814,7.10542,5.26059,4.44756,3.92364,3.54361,3.2514,3.01826,2.82715,2.6675,2.53166,2.41472,2.31258,2.22259,2.14251,2.07071,2.00604,1.94715,1.89341,1.84407,1.79842,1.75618,1.71702,1.68036,1.64616,1.61401,1.58372,1.5552,1.52822,1.50263,1.47839,1.45538,1.43334,1.41242,1.39247,1.3733,1.35502,1.33732,1.32049,1.30426,106.2589,97.90586,92.4494,88.72956,85.8103,83.38101,81.29381,79.46375,77.83598,76.37262,75.04592,73.8347,72.72249,71.69604,70.74457,69.85922,69.03245,68.25798,67.53033,66.84481,66.1975,65.58469,65.00362,64.45118,63.9252,63.4234,62.94407,62.48535,62.04566,61.62377,61.21838,60.82838,60.45262,60.09038,59.74062,59.40273,59.07587,58.75943,58.45285,58.15554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440632901,1,TX,329,Midland,56,8,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",11555.65,7885,53.27,0.212222222,0,0,95.33333333,170997.3547,1794,0,0,10,145.7483511,0.434032336,0.319232886,0.093743378,0.068239766,0.084751634,8.9163,7.70777,6.90112,6.31473,5.86417,5.50424,5.20847,4.95974,4.74699,4.56227,4.39999,4.25601,4.12703,4.01071,3.90516,3.80868,3.72016,3.63853,3.56292,3.49266,3.42716,3.36588,3.30834,3.25428,3.2033,3.15507,3.10946,3.06616,3.02502,2.98585,2.94849,2.9128,2.87868,2.84606,2.81472,2.78467,2.75575,2.72805,2.7013,2.67552,747.5081,669.67759,614.86982,574.3104,543.02753,518.0238,497.42104,480.00598,464.97275,451.7719,440.01841,429.43545,419.81884,411.01427,402.90222,395.38839,388.39681,381.86539,375.74245,369.98472,364.55528,359.42255,354.5592,349.94127,345.54809,341.36105,337.36398,333.5422,329.88287,326.37432,323.00602,319.76844,316.65307,313.65214,310.75841,307.96549,305.26745,302.65868,300.13428,297.6896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440635301,1,TX,353,Nolan,55,73,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",7063.33,2058.25,40.89,0.3,0,0,95,4758.3038,51,0,0,10,102.2515168,0.429439857,0.338895871,0.0742693,0.078248654,0.07914632,3.54589,2.8878,2.45537,2.15006,1.92238,1.7457,1.60407,1.48796,1.39039,1.30735,1.23545,1.17264,1.11726,1.06781,1.02351,0.98356,0.94733,0.91414,0.88372,0.8558,0.83007,0.8062,0.78408,0.76338,0.74413,0.72601,0.70901,0.69312,0.67807,0.66384,0.65039,0.63767,0.62562,0.61404,0.60316,0.59274,0.58284,0.57334,0.56432,0.55553,278.01518,225.47555,188.08039,164.96313,148.99354,136.99028,127.42496,119.50095,112.76529,106.93731,101.82987,97.30975,93.27817,89.65889,86.39158,83.42775,80.72733,78.25739,75.99007,73.902,71.97288,70.18536,68.52502,66.97857,65.53471,64.18368,62.91661,61.72597,60.60472,59.54699,58.54745,57.60115,56.70364,55.85134,55.04054,54.26822,53.53134,52.82768,52.15448,51.50992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440638301,1,TX,383,Reagan,54,72,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",9073.2,8010,62.71,0.23875,0,0,95,219042.1333,2306,0,0,10,132.9707629,0.442616438,0.310085617,0.09205137,0.060071918,0.095174657,6.59301,5.84957,5.32302,4.95761,4.67569,4.44755,4.25737,4.09547,3.9553,3.83238,3.7234,3.62577,3.53776,3.45776,3.38467,3.31751,3.25552,3.19804,3.14459,3.09461,3.04787,3.00391,2.96252,2.92351,2.88649,2.85144,2.81815,2.78642,2.75623,2.72735,2.69985,2.67334,2.64804,2.6237,2.60033,2.57786,2.5562,2.53531,2.51517,2.49572,323.90899,324.32438,288.65504,267.34582,252.41928,241.07453,232.00409,224.4959,218.12183,212.60517,207.75779,203.4459,199.57121,196.05984,192.85465,189.91038,187.19125,184.6679,182.31637,180.11667,178.05189,176.10804,174.2727,172.53549,170.88734,169.32048,167.82785,166.4033,165.0415,163.73763,162.48741,161.28692,160.13284,159.02192,157.95137,156.91872,155.9213,154.95737,154.0248,153.12181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440641501,1,TX,415,Scurry,57,81,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",7698.33,2819.64,41.5,0.28875,0,0,91.25,50031.38019,549,0,0,10,134.9811427,0.454494782,0.324495356,0.064297418,0.083278754,0.07343369,0.20962,0.17681,0.15859,0.14653,0.13777,0.13099,0.12547,0.12103,0.11705,0.11362,0.11067,0.10804,0.10568,0.10352,0.10155,0.09974,0.09805,0.09652,0.09504,0.09369,0.0924,0.09121,0.09006,0.089,0.08797,0.087,0.08609,0.08519,0.08436,0.08355,0.08278,0.08202,0.08131,0.08064,0.07997,0.07934,0.07872,0.07812,0.07755,0.077,0.15535,0.08883,0.05217,0.03165,0.02013,0.01356,0.00974,0.00744,0.00605,0.00515,0.00454,0.0041,0.00378,0.00351,0.00327,0.00308,0.00294,0.0028,0.00268,0.00256,0.00246,0.00237,0.00228,0.00217,0.00212,0.00204,0.00197,0.00192,0.00184,0.0018,0.00175,0.00168,0.00168,0.00157,0.00156,0.00156,0.00145,0.00144,0.00144,0.00138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440643101,1,TX,431,Sterling,56,8,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",7240.44,5254.277021,41.25,0.229444444,0,0,95.33333333,33776.1408,355,0,0,10,137.3927244,0.435450673,0.359186264,0.089626556,0.056446764,0.059289743,13.39638,9.03704,6.18178,4.70435,3.83614,3.29229,2.93274,2.68256,2.50035,2.36201,2.25279,2.16405,2.08939,2.02553,1.96943,1.91949,1.87461,1.83362,1.79656,1.7618,1.72998,1.70038,1.67244,1.64644,1.62189,1.59859,1.57642,1.55577,1.53585,1.51699,1.49903,1.48188,1.46552,1.4496,1.43463,1.42022,1.40622,1.39283,1.37985,1.36717,86.22815,70.64403,55.21986,45.85964,39.42691,34.68031,31.01276,28.08566,25.69196,23.69614,22.00613,20.55687,19.30054,18.20115,17.23125,16.36957,15.59944,14.90696,14.28133,13.71341,13.1954,12.72137,12.2859,11.88396,11.51255,11.16821,10.84717,10.54844,10.2688,10.00674,9.76085,9.52915,9.31067,9.10412,8.909,8.72387,8.54787,8.38043,8.22123,8.06952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440645101,1,TX,451,Tom Green,54,72,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",6600.6,5254.277021,42,0.222,1,0.02,96,17012.71213,178,0,0,10,94.9006067,0.428575943,0.309558348,0.05850772,0.101499461,0.101858528,0.76797,0.58142,0.47562,0.40565,0.3558,0.3185,0.28962,0.26639,0.24741,0.23162,0.21812,0.20649,0.19631,0.18739,0.17936,0.17216,0.16568,0.15981,0.15429,0.14929,0.14473,0.14046,0.13652,0.13279,0.12934,0.12611,0.12306,0.12019,0.11745,0.1149,0.11247,0.11017,0.10796,0.10591,0.10389,0.10196,0.10017,0.09844,0.09674,0.09519,13.71214,7.62085,4.43062,3.02974,2.15807,1.57449,1.17135,0.88606,0.67993,0.52807,0.41422,0.32757,0.26073,0.20861,0.16761,0.13514,0.10927,0.0885,0.07184,0.05839,0.0475,0.0387,0.03155,0.02574,0.02108,0.01713,0.01403,0.01146,0.00938,0.00767,0.0063,0.00516,0.00423,0.00348,0.00286,0.00234,0.00192,0.00157,0.0013,0.00107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440646101,1,TX,461,Upton,54,72,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",11048.92,4444.8,51.63,0.229444444,0,0,93.33333333,148822.9986,1595,0,0,10,149.7447382,0.446523254,0.311845651,0.093757596,0.057512486,0.090361012,5.40848,4.14076,2.833,2.33461,2.03987,1.83329,1.67682,1.55287,1.45164,1.36696,1.29509,1.23297,1.1787,1.13079,1.08814,1.04988,1.01528,0.98389,0.95518,0.92891,0.90458,0.88214,0.86128,0.84186,0.82369,0.80668,0.79075,0.7757,0.76152,0.74812,0.73547,0.72341,0.71196,0.70107,0.69072,0.68081,0.67132,0.66228,0.65362,0.64529,221.55508,193.78231,174.05108,160.85027,151.12041,143.56316,137.49049,132.48905,128.28932,124.70605,121.60671,118.89382,116.49382,114.35071,112.42066,110.66943,109.06938,107.59858,106.23921,104.9766,103.79858,102.69507,101.65773,100.67942,99.75406,98.87643,98.04216,97.24722,96.48836,95.76261,95.06729,94.40012,93.75915,93.1423,92.5482,91.97515,91.42187,90.88717,90.3699,89.86913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440647501,1,TX,475,Ward,56,8,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",8443.8,3566.89,39.33,0.245384615,0,0,125.6153846,78214.94965,623,0,0,10,133.6729054,0.453855775,0.311443793,0.091504233,0.059456194,0.083740004,58.82684,51.09277,44.23972,40.28257,37.43344,35.21606,33.41485,31.90846,30.62129,29.50315,28.51939,27.64463,26.85968,26.15034,25.50521,24.91531,24.37302,23.8726,23.40896,22.97771,22.57529,22.19897,21.84583,21.51381,21.20074,20.90494,20.62503,20.35971,20.10752,19.86763,19.63886,19.42096,19.21244,19.01297,18.82175,18.63858,18.46266,18.29373,18.13097,17.97433,1161.19657,1086.76146,1003.4515,946.01364,901.48028,865.12145,834.5392,808.29376,785.43157,765.27945,747.34183,731.24137,716.6845,703.43866,691.31657,680.16521,669.85896,660.29285,651.37968,643.04509,635.2262,627.86896,620.92751,614.36125,608.13561,602.21996,596.58781,591.21558,586.08226,581.16931,576.46049,571.94076,567.59698,563.41711,559.39031,555.50701,551.75789,548.13516,544.63115,541.23925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440649501,1,TX,495,Winkler,56,8,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",9712.28,3767.2,39.66,0.245384615,0,0,108,61088.94629,566,0,0,10,130.755838,0.485493219,0.288982049,0.077985578,0.062177508,0.085361646,30.37653,25.00177,21.84164,19.70422,18.11486,16.8663,15.84872,14.99739,14.27078,13.64114,13.08853,12.59892,12.16144,11.76753,11.41085,11.08604,10.78917,10.51641,10.26487,10.03223,9.8162,9.61524,9.42765,9.25207,9.08737,8.93264,8.78703,8.64955,8.51963,8.3966,8.27992,8.16906,8.06368,7.96324,7.86746,7.77592,7.68855,7.60476,7.52446,7.44755,337.11615,248.1234,209.25986,191.27227,178.27261,167.95526,159.4211,152.16529,145.87044,140.32558,135.38406,130.94078,126.91749,123.2542,119.90353,116.82715,113.99337,111.3755,108.95106,106.70012,104.6058,102.65333,100.82941,99.12225,97.52172,96.01843,94.60395,93.27097,92.01282,90.82343,89.69728,88.62953,87.61549,86.65128,85.73316,84.85788,84.02213,83.22328,82.45886,81.7263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440709501,1,TX,95,Concho,54,72,4,southwest,4407,"upper pennsylvanian and lower permian shelf, slope and basin sandstones",4250,4546.321429,41.5,0.22,0,0,90,1512.369231,17,0,0,10,30,0.428,0.29,0.048,0.117,0.117,1.08623,1.02295,0.97449,0.9356,0.90333,0.87592,0.85215,0.83125,0.81267,0.79595,0.78082,0.76702,0.75431,0.74261,0.73171,0.72158,0.7121,0.7032,0.69484,0.68693,0.67943,0.67236,0.6656,0.65918,0.65305,0.64716,0.64159,0.63619,0.63103,0.62608,0.6213,0.61668,0.6123,0.60798,0.60382,0.59982,0.59593,0.59217,0.58854,0.58499,42.73461,27.23342,17.73548,11.81267,8.05669,5.63562,4.04978,2.99427,2.28033,1.78935,1.44594,1.20144,1.02414,0.89308,0.79425,0.71824,0.65856,0.61068,0.5716,0.53907,0.51146,0.48767,0.4669,0.44854,0.4321,0.41727,0.40372,0.39129,0.37982,0.36914,0.35919,0.34987,0.3411,0.33283,0.32502,0.31761,0.31058,0.30391,0.2975,0.29145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440710301,1,TX,103,Crane,56,8,4,southwest,4407,"upper pennsylvanian and lower permian shelf, slope and basin sandstones",6601.84,4546.321429,43.99,0.2065,0,0,80.4,4054.64961,51,0,0,10,125.0223573,0.427578282,0.315026019,0.096188132,0.066176597,0.09503097,8.60753,8.00701,3.12855,2.31179,2.10941,2.0115,1.93905,1.87855,1.82592,1.77942,1.73781,1.70029,1.66623,1.63501,1.60641,1.57993,1.55529,1.53231,1.51084,1.49075,1.4718,1.45391,1.43702,1.42099,1.40577,1.39127,1.37747,1.36426,1.3517,1.3396,1.32798,1.31686,1.30615,1.29583,1.28594,1.27637,1.26704,1.25815,1.2495,1.24114,367.69188,310.96412,230.58063,196.92803,179.58012,168.48581,160.20948,153.4903,147.80199,142.8803,138.56559,134.7467,131.34003,128.27958,125.51255,122.99595,120.69446,118.57905,116.62523,114.81283,113.12475,111.54669,110.06645,108.67341,107.35874,106.11466,104.9345,103.8124,102.74339,101.72299,100.74715,99.81246,98.91591,98.0546,97.2262,96.42832,95.65915,94.91677,94.19949,93.50602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440710501,1,TX,105,Crockett,54,72,4,southwest,4407,"upper pennsylvanian and lower permian shelf, slope and basin sandstones",8475.11,1048,58.13,0.229444444,0,0,97.77777778,101678.3421,1040,0,0,10,126.987099,0.45960104,0.301400676,0.048916612,0.102314956,0.087766715,21.55971,18.08627,15.81431,14.18233,12.95092,11.99479,11.2356,10.62225,10.11849,9.69918,9.34458,9.04171,8.77994,8.55094,8.34908,8.16922,8.00755,7.86141,7.72863,7.60631,7.49363,7.38946,7.29248,7.20166,7.11592,7.03551,6.95976,6.88799,6.82014,6.75484,6.69309,6.63434,6.57777,6.52363,6.47204,6.42198,6.37413,6.3279,6.28304,6.24025,3895.19413,3668.85346,3317.36429,3093.9662,2922.93575,2783.69938,2666.73367,2566.46603,2479.23055,2402.44987,2334.22665,2273.12179,2218.01294,2168.01095,2122.39939,2080.59033,2042.10126,2006.52709,1973.52852,1942.81605,1914.14327,1887.29898,1862.09934,1838.38556,1816.01991,1794.87894,1774.85492,1755.85436,1737.79241,1720.59391,1704.19268,1688.52589,1673.54292,1659.19281,1645.43192,1632.22041,1619.52195,1607.304,1595.53529,1584.18856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440723501,1,TX,235,Irion,54,72,4,southwest,4407,"upper pennsylvanian and lower permian shelf, slope and basin sandstones",6541.21,4546.321429,51.4,0.272857143,0,0,97.14285714,168894.0928,1739,0,0,10,132.7846677,0.426646269,0.328145477,0.102332417,0.046598823,0.096277014,6.71691,5.63803,4.84761,4.3188,3.91893,3.60915,3.36411,3.16666,3.00488,2.87019,2.75637,2.65902,2.57476,2.50105,2.43578,2.37762,2.32527,2.27796,2.23482,2.19515,2.15864,2.12482,2.09338,2.06388,2.03632,2.01043,1.98596,1.9629,1.94099,1.92004,1.90018,1.88131,1.86323,1.84594,1.8294,1.81346,1.79821,1.78352,1.76932,1.75555,95.71963,75.60273,50.67382,38.06063,30.05761,24.6427,20.84669,18.10943,16.08333,14.54576,13.35027,12.39936,11.62663,10.9866,10.44722,9.98582,9.58599,9.23558,8.92552,8.64908,8.40083,8.17655,7.97292,7.78718,7.617,7.46051,7.31616,7.18264,7.05869,6.94319,6.8356,6.73494,6.6404,6.55164,6.46812,6.38919,6.31464,6.24388,6.17678,6.11299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440737101,1,TX,371,Pecos,56,8,4,southwest,4407,"upper pennsylvanian and lower permian shelf, slope and basin sandstones",5942.94,4546.321429,47.46,0.227857143,0,0,125.3571429,182234.5422,1454,0,0,0,137.388367,0.459704655,0.300915091,0.093656317,0.057023304,0.088700632,10.90808,9.58046,7.59064,6.67311,6.06223,5.60205,5.23631,4.93657,4.68578,4.47268,4.28916,4.12956,3.98941,3.86539,3.7548,3.65548,3.56586,3.48456,3.41044,3.34247,3.27998,3.22214,3.16869,3.11886,3.07235,3.02877,2.98788,2.94941,2.91315,2.87877,2.84618,2.81535,2.78588,2.7579,2.73115,2.7056,2.68113,2.65763,2.63512,2.61335,59.20114,61.17336,45.72863,38.56302,33.36697,29.21003,25.75473,22.82956,20.32797,18.17551,16.31553,14.70373,13.30351,12.08471,11.02194,10.09385,9.282,8.5709,7.94708,7.39909,6.91685,6.49193,6.11698,5.78539,5.49179,5.23128,4.99963,4.79339,4.60924,4.44456,4.29689,4.16418,4.04462,3.93666,3.83892,3.75017,3.66938,3.59561,3.52806,3.46602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440741301,1,TX,413,Schleicher,54,72,4,southwest,4407,"upper pennsylvanian and lower permian shelf, slope and basin sandstones",5441.93,815,59.73,0.272857143,0,0,97.14285714,63573.14166,655,0,0,10,132.303207,0.461518797,0.299525737,0.040691729,0.10954251,0.088721226,2.86898,3.53768,2.87114,2.41608,2.08896,1.84589,1.6604,1.51583,1.40082,1.30778,1.23142,1.16795,1.11474,1.06951,1.03095,0.99773,0.96903,0.94397,0.92199,0.90267,0.88551,0.8703,0.85658,0.84444,0.83322,0.82319,0.81393,0.80558,0.79777,0.79057,0.78397,0.77765,0.77182,0.76632,0.76112,0.75621,0.75152,0.74711,0.74283,0.73876,127.49862,107.94071,92.17239,83.89525,78.16805,73.81548,70.3506,67.50766,65.12191,63.08377,61.31618,59.76405,58.3864,57.1522,56.03744,55.02318,54.09504,53.24037,52.4499,51.71561,51.03052,50.38924,49.78714,49.21993,48.68437,48.17755,47.6966,47.23962,46.80407,46.38861,45.99164,45.61176,45.24773,44.89845,44.56267,44.2397,43.92868,43.62883,43.33958,43.0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440744301,1,TX,443,Terrell,54,72,4,southwest,4407,"upper pennsylvanian and lower permian shelf, slope and basin sandstones",10800.68,2981,56.62,0.22,0,0,120,54812.928,457,0,0,10,160,0.428,0.29,0.048,0.117,0.117,6.83002,5.22245,4.59022,4.17676,3.87296,3.63521,3.44129,3.27844,3.13879,3.01698,2.90963,2.81411,2.72837,2.65091,2.5806,2.51656,2.45796,2.40405,2.35453,2.30864,2.26605,2.22653,2.18984,2.1556,2.1235,2.09345,2.06521,2.03872,2.01375,1.99015,1.96788,1.94673,1.92673,1.90768,1.88956,1.87231,1.85591,1.84017,1.82507,1.81067,1163.34684,1121.99528,1018.1482,958.54324,915.14036,880.71514,852.12516,827.67847,806.35169,787.47338,770.5749,755.31276,741.4266,728.71284,717.00919,706.18342,696.12697,686.74937,677.97474,669.73871,661.98592,654.66876,647.74597,641.18212,634.94542,629.0084,623.3463,617.93781,612.76351,607.80575,603.04928,598.48005,594.08542,589.85369,585.77461,581.83876,578.03737,574.36253,570.80678,567.36349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTX440745101,1,TX,451,Tom Green,54,72,4,southwest,4407,"upper pennsylvanian and lower permian shelf, slope and basin sandstones",6881.09,8829.75,47.6,0.222,1,0.02,96,17012.71213,178,0,0,10,94.9006067,0.428575943,0.309558348,0.05850772,0.101499461,0.101858528,18.15509,14.31059,10.69144,8.39983,6.86191,5.79719,5.0408,4.49067,4.08179,3.77116,3.52996,3.33902,3.18482,3.05779,2.95169,2.86131,2.78322,2.71508,2.65463,2.6007,2.55185,2.50764,2.46688,2.42964,2.39473,2.36262,2.33208,2.30373,2.27703,2.25177,2.22763,2.20471,2.18298,2.16215,2.14238,2.12323,2.10511,2.08763,2.07076,2.05445,763.57597,626.22932,513.60143,432.44945,371.58103,324.72017,287.91318,258.51358,234.6818,215.10556,198.82849,185.14233,173.51493,163.54061,154.90772,147.37309,140.74553,134.87365,129.63638,124.93564,120.69207,116.84059,113.32756,110.10831,107.14574,104.40855,101.87051,99.5089,97.30487,95.24173,93.3054,91.48379,89.76589,88.14231,86.60495,85.14658,83.76065,82.44158,81.18406,79.98374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
