,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
PANIPUS,,,,,,,1.2386854044,1.0694810475,1.1420040034,1.451855366,1.2976462438,1.3641518782,1.3896408951,1.6689867311,1.5166863439,1.3141157167,0.97748793684,0.97569425099,0.94358864124,1.0551211689,0.78802630978,1.1011426418,1.0175102422,1.1646882494,1.3231446734,1.3768193604,1.6062845327,1.4304116747,1.5878121273,2.0360322459,2.4547915205,2.2970915671,2.0319980685,1.3589394891,0.69757774521,0.26901495616,-0.43808732055,-1.0660514809,-1.358478663,-1.9278332055,-2.1871560137,-2.4646887322,-3.0429247973,-3.3790695562,-3.1492966137,-3.3040610847,-3.2130006055,-3.8960939753,-4.1157873918,-4.7655149399,-5.0777644436,-5.0427253452,-5.0481930137
PAPR48NGOM,7.3346258247,7.136664765,7.0031316822,6.7221141205,6.4292985068,6.2571054426,6.2432036137,6.1673432712,6.0979595479,6.2006509454,6.2051431671,5.8537379671,5.4956338301,5.3047057678,4.974978874,4.8426696904,4.8190009479,4.6349749617,4.4395072959,4.2430230603,4.132320211,4.0502015027,4.0266143288,3.8484432082,3.4779983753,3.4214701749,3.303056526,3.2048968521,3.1378839288,3.0699400055,3.0405003178,3.0514566055,3.0696105562,3.1603445437,3.148972126,3.3322550219,3.7960682411,4.7323129809,5.7256719836,6.8881042219,7.4357871233,6.7622520027,7.1852285808,8.715213926,9.9507339726,9.2215090137,9.1665939589,9.8356492466,10.653315203,11.025851085,11.264213781,11.129611397,11.014477534
PAPRP48,8.1835150685,7.958636612,7.7811753425,7.4784493151,7.1507260274,6.9801092896,6.9624305397,6.9528908521,6.9738961753,7.1565440492,7.1460824685,6.8135402712,6.3874607205,6.1229020191,5.7391621151,5.5818584877,5.618329137,5.4571301913,5.264487674,5.1028087726,5.0756567726,5.0710865191,5.1558415151,5.0769029397,4.8315978685,4.8511144126,4.8386316521,4.7594703863,4.6750469288,4.5326595956,4.3197484493,4.3448206055,4.3517215699,4.3169027432,4.7114631863,4.8846616164,5.1130315479,5.9980841311,6.9805417315,8.2852021479,8.9506612219,8.3622069536,8.8666179123,10.474043945,11.848899975,10.888350434,10.873900797,11.566882797,12.517425921,12.813344448,13.170282288,13.100181973,12.856890685
PAPRPAK,0.19132876712,0.17308469945,0.4634630137,1.2289945205,1.4009041096,1.6164808743,1.6091419753,1.6956434932,1.7137722219,1.722406653,1.8252955288,1.8666022192,1.9615173041,2.0167864918,1.8739145945,1.7734488685,1.7982159644,1.7139943333,1.5821772438,1.5587702986,1.4839827315,1.3934398443,1.2957507205,1.1749310301,1.0498587151,0.97048860383,0.96276938082,0.98460690411,0.97425281644,0.90830778689,0.86407358904,0.74104312329,0.72217863014,0.68276810383,0.64523283836,0.59973688767,0.56117505479,0.52568665301,0.51485730411,0.49624749589,0.48281805753,0.49010265574,0.49464958082,0.47890709315,0.46585438082,0.44775848361,0.43739633699,0.43733497534,0.42595761644,0.42124117213,0.42242387534,0.47748744987,0.49438093879
PAPRPGLF,0.84888924384,0.82197184699,0.77804366027,0.75633519452,0.72142752055,0.72300384699,0.71922692603,0.78554758082,0.8759366274,0.95589310383,0.94093930137,0.95980230411,0.89182689041,0.81819625137,0.7641832411,0.73918879726,0.79932818904,0.82215522951,0.82498037808,0.85978571233,0.94333656164,1.0208850164,1.1292271863,1.2284597315,1.3535994932,1.4296442377,1.535575126,1.5545735342,1.537163,1.4627195902,1.2792481315,1.293364,1.2821110137,1.1565581995,1.5624910603,1.5524065945,1.3169633068,1.2657711503,1.2548697479,1.397097926,1.5148740986,1.5999549508,1.6813893315,1.7588300192,1.8981660027,1.6668414208,1.7073068384,1.7312335507,1.8641107178,1.7874933634,1.9060698918,1.9705708933,1.8424149023
PAPRPUS,,,,,,,10.16748309,10.202718236,10.261889548,10.538249418,10.606721504,10.272896929,9.9933938603,9.814720041,9.2135599973,8.9628965342,9.1324194849,8.9388458361,8.6575593014,8.4722775918,8.4105372027,8.3579003525,8.3528012767,8.1028015589,7.8265761178,7.8381789454,7.7848747589,7.763841674,7.5512778274,7.4715930656,7.1555032438,7.1432545699,7.2822746082,7.3889022404,8.0134577288,8.4650149699,8.9054513534,9.8948673005,11.10221314,12.848684627,13.868064789,13.517260361,14.33811191,16.551235866,18.260444115,17.517236071,17.866810805,19.133848438,20.734281967,21.647188205,22.48010493,23.423488822,23.29975611
PARIPUS,,,,,,,13.482311507,12.860676904,12.650120329,13.125580929,13.19229411,13.906268493,13.98769589,14.367016393,14.513301227,14.589605668,14.54161911,14.625969948,15.020726049,15.022690411,15.220106849,15.487199454,15.909057534,16.143945205,16.103613699,16.295218579,16.381509589,16.316367123,16.513353425,16.762453044,16.810639526,16.981099479,16.998628315,17.152711363,16.903814526,17.384581052,17.596466315,17.504625689,18.019389126,18.573539682,18.82384663,18.961022139,19.18673706,19.554764534,19.370548082,16.565893716,17.706402981,18.364487907,18.411466,18.556000254,18.361794999,18.176369644,18.171690027
PARNPUS,,,,,,,0.00542,0.01471,0.0271,0.0332,0.04026,0.04645,0.05342,0.05404,0.05496,0.04877,0.05651,0.070431693989,0.075351917808,0.084079342466,0.088645643836,0.063289289617,0.084074794521,0.091677178082,0.095571589041,0.10552128415,0.11509838356,0.13959452055,0.18282739726,0.22151912568,0.25468714795,0.31861318904,0.42537751781,0.60556520492,0.74620879178,0.90662189589,1.015743274,0.96399556284,1.002583611,1.054769074,1.0951692877,1.1586200956,1.1977595507,1.2339533014,1.1252128849,1.0089240956,1.1357144,1.2027943123,1.2989252247,1.3781353361,1.3596692207,1.4456964712,1.4784633644
PAROPUS,,,,,,,13.990298934,13.391363871,13.137872726,13.680366145,13.751219929,14.523937079,14.627901255,15.024079016,15.174578058,15.27259183,15.256717819,15.397535719,15.787336899,15.790747995,15.994093137,16.324581648,16.758517959,17.029734271,16.99002749,17.243360566,17.284761411,17.273646718,17.487114973,17.813557011,17.800034792,17.975094712,17.994319058,18.145602743,17.882374477,18.45223897,18.672850395,18.563953639,19.10605546,19.654055362,19.885791893,20.078992284,20.29800306,20.692882934,20.439397888,17.48875929,18.66208257,19.396638395,19.431567767,19.525609915,19.356713348,19.146398877,19.145896137
PASUPPLY,,,,,,,,15.261522974,15.089871334,15.641554651,15.661911248,16.178791539,16.627201882,17.275774277,17.314194185,16.903234273,16.713485279,17.051287338,17.241374841,17.675148614,17.754475603,18.303765273,18.59500355,18.913647175,19.542706413,19.6798138,19.663065128,19.776861127,20.035291485,20.731469146,20.802153244,20.687431329,20.680369693,19.497955899,18.771392419,19.188829589,18.894764318,18.482454175,18.966648227,19.100592825,19.531763186,19.69203503,19.952064962,20.511727414,20.547252907,18.185968995,19.881164647,20.009931055,20.274829186,20.462946847,20.486217804,20.479647205,20.593410137
PASXPOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5493280004,2.575305,2.608581,2.68889,2.575699,2.687705,2.64998,2.664244,2.584067622,2.639698356,2.544506709,2.689155619,2.971886299,2.99430574,2.848309949,2.859310217,2.875857621,3.026009711,2.64153643,2.770747063,2.766471467,2.742577107,2.926972,3.181307,3.344312
PASXPUS,,,,,,,1253.3079986,1136.0504083,1074.5480001,1105.7220001,1025.4530001,1080.9410005,1066.7930009,1037.7099983,1001.5460017,1034.9380002,1048.4339992,1017.2380013,1060.1269983,1061.1009987,971.21200159,941.60000168,996.32999927,1075.5700002,925.68999945,926.86900156,1036.1079991,948.81900085,929.9150004,969.205,997.007,1014.444,950.692,1017.321,1031.72,1043.058,1023.626622,1079.635356,1028.390709,1130.816619,1283.924299,1329.80374,1229.169949,1258.938217,1281.879621,1343.347711,1198.61243,1222.592063,1251.418467,1236.141107,1252.783,1282.852,1290.126
PATCBUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.337515453,34.646932304,33.843808148,34.406290909,34.662327338,35.36776838,35.708399493,36.030254747,36.870677482,36.799934529,32.257556852,34.989019287,34.991403649,34.925796765,34.941477082,35.233439894,34.895961,35.051132
PATCCO2,2190.3519243,2350.5792568,2478.3113149,2524.642178,2441.8930716,2244.4221225,2101.6066814,1994.44802,1978.0540277,2034.5023038,2023.8137546,2112.0626579,2143.094136,2241.1125571,2239.7302555,2185.4401886,2131.3828559,2179.8608832,2184.1294979,2224.6832446,2216.3877668,2306.4643702,2325.9917255,2371.2445934,2431.0475705,2477.2899249,2487.5228752,2482.4991164,2545.3009566,2622.8769186,2632.7572114,2601.721438,2587.4162591,2417.9160316,2283.4839401,2303.8833194,2255.0451559,2195.0522847,2221.3133141,2251.5750789,2289.9278501,2312.3422414,2331.5161948,2377.3232839,2373.8960046,2043.5216782,2234.8231029,2251.4086465,2251.015898,2243.4568539,2256.8483555,2245.2594,2257.0745
PATCPUS,16.321536986,17.460527322,18.430876712,18.846290411,18.511832877,17.055355191,16.114437438,15.352479564,15.230970745,15.725238986,15.726329951,16.281094074,16.664930986,17.283043702,17.325400948,16.989137219,16.713846896,17.03222423,17.236999112,17.718979427,17.724571288,18.309109462,18.620301786,18.917022359,19.519432427,19.701119224,19.648519819,19.761644625,20.033591899,20.731123464,20.802151614,20.687474836,20.680368921,19.497954475,18.771391049,19.177538789,18.895506805,18.482354708,18.966518844,19.100467258,19.531632666,19.691899872,19.951924805,20.511589951,20.542855458,18.185905795,19.889881301,20.010205685,20.275014545,20.463721333,20.48908741,20.479647205,20.593410137
PATCPUSX,,,,,,,16.114437438,15.352479564,15.230970745,15.725238986,15.726329951,16.281094074,16.664930986,17.283043702,17.325400948,16.989137219,16.713846896,17.03222423,17.236999112,17.718979427,17.724571288,18.309109462,18.620301786,18.917022359,19.519432427,19.701119224,19.648519819,19.761644625,20.033591899,20.731123464,20.802151614,20.687474836,20.680368921,19.497954475,18.771391049,19.177538789,18.895506805,18.482354708,18.966518844,19.100467258,19.531632666,19.691899872,19.951924805,20.511589951,20.542855458,18.185905795,19.889881301,20.010205685,20.275014545,20.463721333,20.48908741,20.479647205,20.593410137
PATOCONB,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4496429426,1.106980537,1.369310755,1.39728712,1.410570158,0.793660138,0.797146669,0.542672537,0.470704608,0.436902068,0.353865269,0.29073507,0.332286682,0.358523528,0.329562539,0.294716353,0.262826254,0.306967071,0.229349517,0.219862364,0.241525892,0.29229538,0.213534581,0.20318250923,0.23692319034,0.2189774,0.2206172
PATOGEN_US,,,,,,,,,,,,,,,164.35852006,126.46020199,119.75157297,100.15416299,112.78818006,105.90098306,74.554065005,81.411224932,92.554873016,128.80017303,118.060838,111.22096503,124.88022112,94.56738515,119.40562953,121.14504105,122.22500161,64.16639988,65.73896292,46.2425969,38.93649945,37.061013258,30.182245063,23.189541364,27.164443737,30.231861527,28.248748642,24.204805966,21.389945228,25.225627623,18.34074267,17.34101513,19.173210041,22.931241604,16.23302105,15.084452535,19.072079412,16.539533,16.713011
PATOPUS,,,,,,,,,,,,,,,0.45029731523,0.34646630683,0.32808650128,0.27364525407,0.3090087125,0.29013967961,0.20425771234,0.2224350408,0.25357499456,0.35287718639,0.32345435067,0.3038824181,0.34213759212,0.2590887533,0.32713874795,0.33099742283,0.33486306004,0.17579839493,0.18010678902,0.12634593479,0.10667538302,0.10153702316,0.082691084912,0.063359403322,0.074423134274,0.082827018074,0.077393832153,0.066133350128,0.058602589937,0.069111308795,0.050248610411,0.047379823265,0.052529343364,0.062825319447,0.044474030414,0.041214351189,0.052252271266,0.045313786849,0.045789069863
PATRPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42004186027,-0.52539308493,-0.61182233607,-0.59623988575,-0.59697995288,-0.59419219671
PCCECON,,,,,,,,,,,,,,,0,0,0,3.2929234973E-05,7.0418356164E-05,6.1503013699E-05,5.7261369863E-05,5.1497814208E-05,6.0552054795E-05,5.7270136986E-05,5.4787671233E-05,7.6085480874E-05,8.6596720548E-05,0.00011083226849,0.00014910950411,0.00012568271038,0.00012632609589,0.00013371954247,0.00016783575616,0.00013703557104,0.00011916443562,0.00016568485479,8.7383490411E-05,0.0001730709235,0.00016758630959,0.00025154656712,0.00024951670959,0.00014195083333,0.00023740816712,0.00016979455342,0.00010058894247,5.3387901639E-05,9.2551526027E-05,0.00022389035342,5.1647079452E-05,8.3401639344E-05,7.5726046575E-05,7.5726063014E-05,7.5726063014E-05
PCCECONB,,,,,,,,,,,,,,,0,0,0,6.9E-05,0.000148,0.000131,0.000126,0.000114,0.000134,0.000126,0.00012,0.000168,0.00019090902973,0.00022668,0.00030857,0.00025895,0.00026046,0.00026904,0.00034833,0.00028013,0.00024498,0.00034005,0.00017303,0.0003533,0.00034261,0.00050778,0.00050445,0.00028809,0.00047487,0.00034145,0.00020145,0.00010512,0.00018371,0.00044615,0.00010257,0.00016827,0.0001517953,0.0001580732,0.0001580732
PCCEPUS,,,,,,,,,,,,,,,0,0,0,4.6993517751E-06,1.0075802291E-05,9.4097561614E-06,6.874298131E-06,6.4529847304E-06,7.898069935E-06,7.4557332481E-06,7.3712933964E-06,9.0972851736E-06,1.0589169733E-05,1.590939726E-05,2.1584383562E-05,1.8504098361E-05,1.8512547945E-05,1.8887506849E-05,2.5474410959E-05,1.6166174863E-05,1.4343561644E-05,1.8567972603E-05,8.2750136986E-06,1.5085628415E-05,1.4904547945E-05,2.3373150685E-05,2.3063479452E-05,1.5143989071E-05,2.3081890411E-05,2.0047945205E-05,1.2987616438E-05,6.6615846995E-06,1.0560356164E-05,2.7714054795E-05,5.4564657534E-06,1.0091284153E-05,9.3239712329E-06,9.3239742466E-06,9.3239742466E-06
PCCGCON,,,,,,,,,,,,,,,0.0054406848301,0.024981506893,0.021810000022,0.025539890792,0.021689862964,0.025173972644,0.026189041244,0.026645765071,0.037244931436,0.028633424564,0.030829862852,0.018965710383,0.01505054797,0.020947986293,0.017214685068,0.018292744388,0.013977165145,0.020700561921,0.021943109627,0.016181147516,0.016555397148,0.01730913697,0.017095958852,0.027780628336,0.027963575447,0.02116087671,0.017306424764,0.016442855199,0.014387068499,0.013570780734,0.012335575433,0.010863114795,0.010245575315,0.0098804794384,0.0082202329342,0.0082484972678,0.010836014521,0.019009996164,0.019028448767
PCCGCONB,,,,,,,,,,,,,,,0.011649,0.054242022709,0.047883,0.054815,0.046762973147,0.041928973386,0.043781,0.044077946625,0.066394,0.048225943003,0.051068,0.039584,0.030758327169,0.0301814,0.03543951,0.03829624,0.02935541,0.04598685,0.04806386,0.03505431,0.0358556,0.03731626,0.03675175,0.05812521,0.05683018,0.04446957,0.03667976,0.03559017,0.03068945,0.0291709,0.02608213,0.02313959,0.02264333,0.02189685,0.01834627,0.01650777,0.02372061,0.03968213,0.03972064
PCCHGEN_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42072942,1.236890832,2.364221851,2.041830917,1.397840339,0.998148156,0.914687346,0.784282815,0.647316783,0.580783364,0.512002321,0.370378306,0.389227543,0.274867493,0.306024898,0.629308712,1.2315332,1.2269313
PCCMCNS_US,,,,,,,,,,,,,,,0,0,0,12.0521,25.7027,22.4486,20.9004,18.8482,22.1015,20.9036,19.9975,27.847286,31.607803,40.453778,54.424969,45.999872,46.109025,48.807633,61.260051,50.155019,43.495019,60.475,31.895,63.345,61.17,91.815,91.075,51.955,86.655,61.975,36.715,19.54,33.78,81.72,18.85,30.525,27.64,27.64,27.64
PCCMGEN_US,,,,,,,,,,,,,,,0,0,0,0.0017199627497,0.0036776678362,0.0034345609989,0.0025091188178,0.0023617924113,0.0028827955263,0.0027213426356,0.0026905220897,0.0033296063735,0.0038650469526,0.00580693,0.0078783,0.0067725,0.00675708,0.00689394,0.00929816,0.00591682,0.0052354,0.006777354,0.003020405,0.005521372,0.005440209,0.008531257,0.008418235,0.005542745,0.008424941,0.007317542,0.004740495,0.002438144,0.003854555,0.010115689,0.001991623,0.003693427,0.003403254,0.00340325,0.00340325
PCCOPUS,,,,,,,,,,,,,,,0.0013029208685,0.0062580984215,0.0056342188143,0.0073221502793,0.0047448336413,0.0042846324049,0.0044127314578,0.0044093001566,0.0044163528782,0.0045989649498,0.0050109788779,0.0037176132027,0.0036729830242,0.0033067809041,0.0042718012877,0.0050247532787,0.0042855663562,0.0045380482192,0.0051744719452,0.0045467778142,0.0040785736438,0.003873840137,0.0033804658904,0.0064445355738,0.0055791511507,0.0038063247671,0.0027115874247,0.002484,0.0021256370685,0.0017534216712,0.0015781988219,0.0013922510656,0.0010041739178,0.0010386620274,0.00074760454795,0.00060306467213,0.0016321563014,0.0033647394521,0.0033521315068
PCEPBUS,0.002113229,0.0020503,0.002937574,0.011995982,0.008068784,0.005397475,0.004182795,0.004497941,0.007875055,0.007575841,0.006968473,0.009418494,0.010469109,0.012319231,0.015583638,0.030366957,0.029329317,0.045005876,0.078648411,0.069716716,0.08055558,0.079570956,0.101557892,0.123554348,0.112490702,0.098640951,0.103225728,0.175176385,0.174666662,0.222053586,0.243458714,0.213871913,0.171226328,0.14639096,0.131841791,0.13659451,0.138320421,0.085054052,0.122517649,0.118155385,0.111716039,0.118316952,0.097207501,0.101482025,0.075913377,0.087426667,0.087940291,0.084777683,0.058487955,0.04746003654,0.059071529225,0.05255991,0.05128878
PCEPCNS_CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.705,1847.61,361.51,47.5,42.625,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPCNS_COUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23884.335,24187.587648,14873.237575,21424.672648,20661.595537,19535.527935,20688.973509,16997.29,17744.715,13273.89,15287.055,15376.865,14823.865,10226.955,8298.66,10328.995,9190.4019,8968.1389
PCEPCNS_EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19427.04,19830.492648,13042.002575,19821.477648,19411.250537,18077.842935,19323.513509,15611.495,16509.025,11995.895,13960.79,14037.775,13546.425,8858.18,7187.535,9100.4026,8218.8699,8026.554
PCEPCNS_FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5615.195,3475.435,1230.05,3784.44,2471.365,2830.52,3693.02,1733.795,2793.06,2165.335,2721.71,1574.57,1618.24,1916.335,1292.545,2001.46766,1925.35185,1848.29757
PCEPCNS_HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPCNS_MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10799.26,13844.617648,9472.5925748,13434.967648,14859.955537,12887.342935,13479.478509,11976.71,10967.47,8251.955,8657.625,10145.745,9852.17,4764.47,3509.69,5207.4578,4099.4886,3939.6514
PCEPCNS_NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPCNS_NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.02,1385.91,1344.035,1322.895,1207.72,1457.685,1365.46,1385.795,1235.69,1277.995,1326.265,1339.09,1277.44,1368.775,1111.125,1228.59291,971.53142,941.58473
PCEPCNS_NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.14,469.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPCNS_PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054.935,2041.05,2339.36,2602.07,2079.93,2359.98,2151.015,1900.99,2748.495,1578.605,2581.455,2317.46,2076.015,2177.375,2385.3,1891.4771,2194.0302,2238.6052
PCEPCNS_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPCNS_SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPCNS_SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPCNS_TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.925,1123.575,125.69,232.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPCNS_US,350.800057,340.355006,487.645,1991.365023,1339.440006,895.994991,694.354992,746.669935,1307.27998,1257.609986,1156.784986,1563.494976,1737.899998,2045.025018,2586.925036,5040.995018,4868.744966,7471.095003,13055.844945,11573.160077,13372.439985,13208.990046,16858.88,20510.349979,18673.754986,16374.660005,17135.745008,29079.745012,28995.129995,36861.484911,40414.793142,35503.305413,28424.025004,25597.300001,23053.295011,23884.335,24187.587648,14873.237575,21424.672648,20661.595537,19535.527935,20688.973509,16997.29,17744.715,13273.89,15287.055,15376.865,14823.865,10226.955,8298.66,10328.995,9190.4019,8968.1389
PCEPCNS_WECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3513.37,3233.52,1705.545,1370.395,1250.345,1457.685,1365.46,1385.795,1235.69,1277.995,1326.265,1339.09,1277.44,1368.775,1111.125,1228.59291,971.53142,941.58473
PCEPCON,0.00096109604658,0.00092993171038,0.0013360136986,0.0054557945836,0.0036696986466,0.0024480737459,0.0019023424438,0.0020456710548,0.0035815889863,0.0034360928579,0.0031692739342,0.0042835478795,0.0047613698575,0.0055875000492,0.0070874658521,0.013810945255,0.013339027304,0.020412827877,0.035769438205,0.031707287882,0.036636821877,0.036090136738,0.046188712329,0.056192739668,0.051160972564,0.04473950821,0.046947246597,0.079670534279,0.079438712315,0.10071443965,0.11072546066,0.097269329899,0.077874041107,0.069937978145,0.063159712359,0.065436534203,0.066263343129,0.040634398265,0.058692917074,0.056603143803,0.053518331712,0.056525678505,0.046567917825,0.048615657586,0.036366821775,0.041767909795,0.042128397233,0.040613328778,0.028019054833,0.022673934426,0.028298614521,0.02517918,0.024570246301
PCEPCONB,0.002113229,0.0020503,0.002937574,0.011995982,0.008068784,0.005397475,0.004182795,0.004497941,0.007875055,0.007575841,0.006968473,0.009418494,0.010469109,0.012319231,0.015583638,0.030366957,0.029329317,0.045005876,0.078648411,0.069716716,0.08055558,0.079570956,0.101557892,0.123554348,0.112490702,0.098640951,0.103225728,0.175176385,0.174666662,0.222053586,0.243458714,0.213871913,0.171226328,0.14639096,0.131841791,0.13659451,0.138320421,0.085054052,0.122517649,0.118155385,0.111716039,0.118316952,0.097207501,0.101482025,0.075913377,0.087426667,0.087940291,0.084777683,0.058487955,0.04746003654,0.059071529225,0.05255991,0.05128878
PCEPDEL,,0.00094409837705,0.0015021917808,0.0075621233507,0.0034653698795,0.00065859287158,0.0017606438137,0.0020368354384,0.0037760273425,0.0033659425847,0.0031503698247,0.0041680684274,0.0049114109534,0.006057623,0.0073502329753,0.013656630186,0.013014287578,0.020369289626,0.036074835466,0.031431822129,0.036585465712,0.036445970071,0.051365123288,0.057427054737,0.048588698592,0.042551625697,0.049398150707,0.097761479485,0.076325383548,0.093243811232,0.10514754285,0.099241138118,0.076234630148,0.072464959019,0.072135260304,0.060297150641,0.059265343129,0.040453141434,0.057254684197,0.062598938323,0.060544386507,0.04975731785,0.046823821934,0.044175726079,0.035434958762,0.039394549139,0.042189301342,0.040836465764,0.029511931545,0.022819221311,0.027398038082,0.026413060274,0.025494003562
PCEPGEN_CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0016639,0.863948925,0.155764376,0.020833877,0.018860135,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPGEN_COUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.303760161,12.858963035,7.422790818,11.302582906,10.557639398,9.879087941,10.28186429,8.191556549,8.33336629,6.237907614,7.167319959,7.140269598,6.736629765,4.561176578,3.322696442,4.712416486,4.1696702,4.0674206
PCEPGEN_EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.381134712,10.813658242,6.757769459,10.732527338,10.136237502,9.396187905,9.839267343,7.746221946,7.903932426,5.788851146,6.720001269,6.698590523,6.282784263,4.080052717,2.947271373,4.247280336,3.7291085,3.6403796
PCEPGEN_FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.200376754,1.898156995,0.645765624,2.062770696,1.350546641,1.567545502,2.048485826,0.950921545,1.505514635,1.200975037,1.470557671,0.808653324,0.831781897,0.982140082,0.646181195,0.994524458,0.87428179,0.83832921
PCEPGEN_HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPGEN_MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.517416553,7.563919837,5.091562001,7.529790954,7.846479613,6.740359112,6.835317647,5.760354824,5.311420174,3.911435649,4.192784023,4.919063854,4.550759917,2.164134016,1.299661863,2.203283929,1.8599335,1.786786
PCEPGEN_NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPGEN_NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462029523,0.461905453,0.453987604,0.447721779,0.402541761,0.482900036,0.442596947,0.445334603,0.429433864,0.449056468,0.44731869,0.441679075,0.453845502,0.481123861,0.375425069,0.46513615,0.4405616,0.4270411
PCEPGEN_NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515121949,0.263232294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPGEN_PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.120288479,1.088349116,1.020441834,1.139965688,0.939211248,1.088283291,0.95546387,1.034945577,1.086997617,0.67644046,1.056659575,0.970873345,0.900242449,0.933778619,1.001428315,1.049471749,0.9948928,1.0152646
PCEPGEN_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027930977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPGEN_SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPGEN_SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003966264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPGEN_TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454965762,0.719450415,0.055269379,0.101499912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCEPGEN_US,,,,,,,,,,,,,,,1.3382826226,2.0254278295,2.0136653571,3.3021539714,6.6366356604,5.8368441732,5.9266053288,6.1292303707,8.1188659747,10.225990078,8.8866365304,7.6031005578,8.8887037531,14.65405412,15.10463135,18.90836817,20.81442087,18.04295333,14.33647834,12.65513968,11.47051709,12.303760161,12.858963035,7.422790818,11.302582906,10.557639398,9.879087941,10.28186429,8.191556549,8.33336629,6.237907614,7.167319959,7.140269598,6.736629765,4.561176578,3.322696442,4.712416486,4.1696702,4.0674206
PCEPGEN_WECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.467659687,1.325854378,0.60975198,0.468555656,0.421401896,0.482900036,0.442596947,0.445334603,0.429433864,0.449056468,0.44731869,0.441679075,0.453845502,0.481123861,0.375425069,0.46513615,0.4405616,0.4270411
