notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid,state,play,district_number,rrc_number,Reg,drill_depth_ft,API,Oilvisc,Gasgrav,GOR,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,HeatVal,CO2cont,H2Scont,N2cont,Sulfur,std_pattern_size_acres,Noilwell,Ngaswell,Ninjwell,lateral_count,lateral_length_ft,PHI,Pay,PERM,SOI,SOC,SOR,SWI,BOI,VDP,OOIP,process_code,total_pattern_size_acres,resacc,PROV,Totprod,Totinj,Totconv,Totps,past_wells,lyroil,lyrgas,numacc,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30,CO31,CO32,CO33,CO34,CO35,CO36,CO37,CO38,CO39,CO40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9,WI10,WI11,WI12,WI13,WI14,WI15,WI16,WI17,WI18,WI19,WI20,WI21,WI22,WI23,WI24,WI25,WI26,WI27,WI28,WI29,WI30,WI31,WI32,WI33,WI34,WI35,WI36,WI37,WI38,WI39,WI40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,WL1,WL2,WL3,WL4,WL5,WL6,WL7,WL8,WL9,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,WL25,WL26,WL27,WL28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,WL36,WL37,WL38,WL39,WL40
DOOK600102411,OK,6001,41,0,3,4270,38,1.21,0.707,101.701,0,0.362,0.336,0.116,0.06,0.126,0,0,0,0,0.356,30,2,0,0,4,1650,15.2,20,75,70,43.837,30.5,3000,1.158,0.865,7131.007,11,1000,9,60,1,0.939,0.061,1,0,7.626,0.438,1,67.875,66.518,65.187,63.883,62.606,61.354,60.127,58.924,57.746,56.591,55.459,54.35,53.263,52.197,51.153,50.13,49.128,48.145,47.182,46.239,45.314,44.408,43.519,42.649,41.796,40.96,40.141,39.338,38.551,37.78,37.025,36.284,35.559,34.847,34.15,33.467,32.798,32.142,31.499,30.869,6.903,6.765,6.63,6.497,6.367,6.24,6.115,5.993,5.873,5.755,5.64,5.527,5.417,5.309,5.202,5.098,4.996,4.896,4.799,4.703,4.608,4.516,4.426,4.337,4.251,4.166,4.082,4.001,3.921,3.842,3.765,3.69,3.616,3.544,3.473,3.404,3.336,3.269,3.204,3.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.477,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,12.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOOK600102511,OK,6001,41,0,3,4262,35,1.581,0.707,0,0,0.362,0.336,0.116,0.06,0.126,0,0,0,0,0.356,30,4,0,0,4,1043.552,15.2,20,75,70,44.008,30.5,3000,1.142,0.85,2890.517,11,800,9,60,1,0.852,0.148,1,0,1.996,0,1,55.054,53.953,52.874,51.816,50.78,49.764,48.769,47.794,46.838,45.901,44.983,44.083,43.202,42.338,41.491,40.661,39.848,39.051,38.27,37.505,36.754,36.019,35.299,34.593,33.901,33.223,32.559,31.908,31.269,30.644,30.031,29.43,28.842,28.265,27.7,27.146,26.603,26.071,25.549,25.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.969,55.921,55.921,55.921,55.921,55.921,55.921,55.921,55.921,55.921,55.921,55.921,55.921,55.921,55.921,11.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOOK600102611,OK,6001,41,0,3,5228,24,3.606,0.707,0,0,0.362,0.336,0.116,0.06,0.126,0,0,0,0,0.356,30,9,0,0,4,466.69,15.2,30,75,70,61.837,30.5,3000,1.127,0.965,878.631,11,360,9,60,1,0.25,0.75,1,0,6.193,0,1,52.55,51.499,50.469,49.46,48.47,47.501,46.551,45.62,44.708,43.813,42.937,42.078,41.237,40.412,39.604,38.812,38.036,37.275,36.529,35.799,35.083,34.381,33.694,33.02,32.359,31.712,31.078,30.456,29.847,29.25,28.665,28.092,27.53,26.979,26.44,25.911,25.393,24.885,24.387,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.81,80.562,80.562,80.562,80.562,80.562,80.562,80.562,80.562,80.562,80.562,80.562,24.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOOK600102711,OK,6001,41,0,3,5052.6,40,0.822,0.707,73192.859,0,0.362,0.336,0.116,0.06,0.126,0,0,0,0,0.356,30,6,0,0,4,762.104,15.2,11,75,70,66.776,25,3000,1.205,0.72,803.773,11,640,9,60,1,0.714,0.286,1,0,1.546,244.025,1,35.319,34.613,33.92,33.242,32.577,31.926,31.287,30.661,30.048,29.447,28.858,28.281,27.715,27.161,26.618,26.086,25.564,25.053,24.551,24.06,23.579,23.108,22.646,22.193,21.749,21.314,20.888,20.47,20.06,19.659,19.266,18.881,18.503,18.133,17.77,17.415,17.067,16.725,16.391,16.063,2585.123,2533.421,2482.752,2433.097,2384.435,2336.747,2290.012,2244.211,2199.327,2155.341,2112.234,2069.989,2028.589,1988.018,1948.257,1909.292,1871.106,1833.684,1797.011,1761.07,1725.849,1691.332,1657.505,1624.355,1591.868,1560.031,1528.83,1498.254,1468.289,1438.923,1410.145,1381.942,1354.303,1327.217,1300.673,1274.659,1249.166,1224.183,1199.699,1175.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.464,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,31.189,25.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOOK600102811,OK,6001,41,0,3,2048.6,40,2.823,0.707,1080.717,0,0.362,0.336,0.116,0.06,0.126,0,0,0,0,0.356,30,16,0,0,4,571.577,15.2,6,75,70,66.452,25,3000,1.069,0.72,277.924,11,960,9,60,1,0.5,0.5,1,0,4.042,6.115,1,26.468,5.025,4.924,4.826,4.729,4.635,4.542,4.451,4.362,4.275,4.19,4.106,4.024,3.943,3.864,3.787,3.711,3.637,3.564,3.493,3.423,3.355,3.288,3.222,3.157,3.094,3.032,2.972,2.912,2.854,2.797,2.741,2.686,2.633,2.58,2.528,2.478,2.428,2.38,2.332,28.605,5.431,5.322,5.216,5.112,5.009,4.909,4.811,4.715,4.62,4.528,4.438,4.349,4.262,4.177,4.093,4.011,3.931,3.852,3.775,3.7,3.626,3.553,3.482,3.413,3.344,3.277,3.212,3.148,3.085,3.023,2.963,2.903,2.845,2.788,2.733,2.678,2.624,2.572,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.496,11.041,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,16.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOOK600102911,OK,6001,41,0,3,5493.6,37,1.021,0.707,1451.105,0,0.362,0.336,0.116,0.06,0.126,0,0,0,0,0.356,20,8,0,0,4,466.69,15.2,191,75,70,65.24,30.5,30,1.202,0.72,5247.992,11,320,9,60,1,0.5,0.5,1,0,8.89,14.631,1,37.603,16.882,13.199,11.262,10.01,9.114,8.431,3.345,3.278,3.213,3.148,3.085,3.024,2.963,2.904,2.846,2.789,2.733,2.678,2.625,2.572,2.521,2.471,2.421,2.373,2.325,2.279,2.233,2.188,2.145,2.102,2.06,2.019,1.978,1.939,1.9,1.862,1.825,1.788,1.752,54.567,24.497,19.153,16.342,14.526,13.226,12.234,4.854,4.757,4.662,4.569,4.477,4.388,4.3,4.214,4.13,4.047,3.966,3.887,3.809,3.733,3.658,3.585,3.513,3.443,3.374,3.307,3.241,3.176,3.112,3.05,2.989,2.929,2.871,2.813,2.757,2.702,2.648,2.595,2.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99,31.779,36.007,38.231,39.667,40.696,41.48,47.319,51.159,51.159,51.159,33.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOOK600103011,OK,6001,41,0,3,3144.6,39,1.716,0.707,0,0,0.362,0.336,0.116,0.06,0.126,0,0,0,0,0.356,30,1,0,0,4,1866.762,15.2,11,75,70,67.748,25,3000,1.113,0.72,5220.18,11,640,9,60,1,0.952,0.048,1,0,2.164,0,1,38.048,37.287,36.541,35.81,35.094,34.392,33.705,33.03,32.37,31.722,31.088,30.466,29.857,29.26,28.675,28.101,27.539,26.988,26.449,25.92,25.401,24.893,24.395,23.907,23.429,22.961,22.501,22.051,21.61,21.178,20.755,20.34,19.933,19.534,19.143,18.761,18.385,18.018,17.657,17.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.609,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,30.635,28.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOOK600103111,OK,6001,41,0,3,4162,37.432,1.318,0.707,3598.834,0,0.362,0.336,0.116,0.06,0.126,0,0,0,0,0.356,30,2,0,0,4,1320,15.2,10,75,70,43.912,25,3000,1.15,0.898,2296.907,11,640,9,60,1,0.905,0.095,1,0,9.952,48.786,1,21.875,21.438,21.009,20.589,20.177,19.773,19.378,18.99,18.61,18.238,17.873,17.516,17.166,16.822,16.486,16.156,15.833,15.516,15.206,14.902,14.604,14.312,14.026,13.745,13.47,13.201,12.937,12.678,12.424,12.176,11.932,11.694,11.46,11.231,11.006,10.786,10.57,10.359,10.152,9.949,78.724,77.15,75.607,74.094,72.613,71.16,69.737,68.342,66.975,65.636,64.323,63.037,61.776,60.541,59.33,58.143,56.98,55.841,54.724,53.629,52.557,51.506,50.476,49.466,48.477,47.507,46.557,45.626,44.713,43.819,42.943,42.084,41.242,40.417,39.609,38.817,38.04,37.28,36.534,35.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,16.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOKS600300111,KS,6003,18,0,3,2532.6,36,2.456,0.725,0,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.1,30,24,0,0,4,403.917,14.359,11,106.127,65.615,41.699,30.5,3242.6,1.115,0.827,216.071,11,719.12,9,60,1,0,1,1,0,3.342,0,1,24.858,24.361,23.874,23.396,22.928,22.47,22.02,21.58,21.148,20.725,20.311,19.905,19.506,19.116,18.734,18.359,17.992,17.632,17.28,16.934,16.595,16.264,15.938,15.619,15.307,15.001,14.701,14.407,14.119,13.836,13.56,13.288,13.023,12.762,12.507,12.257,12.012,11.771,11.536,11.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.816,32.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOKS600300211,KS,6003,18,0,3,1844,38,0.517,0.725,0,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.1,20,126,0,0,4,442.741,14.359,10,106.127,65.615,42.212,30.5,32.426,1.084,0.876,242.729,11,4536,9,60,1,0.445,0.555,1,0,40.953,0,1,4.341,1.949,1.524,1.3,1.156,1.052,0.973,0.91,0.859,0.816,0.778,0.746,0.718,0.692,0.67,0.568,0.557,0.546,0.535,0.524,0.513,0.503,0.493,0.483,0.474,0.464,0.455,0.446,0.437,0.428,0.42,0.411,0.403,0.395,0.387,0.379,0.372,0.364,0.357,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.667,5.205,5.656,5.894,6.047,6.157,6.24,6.307,6.362,6.408,6.447,6.481,6.512,6.538,6.562,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOKS600300311,KS,6003,18,0,3,1760.8,37,3.965,0.725,0,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.1,20,373,0,0,4,235.702,14.359,18,106.127,65.615,42.986,30.5,32.426,1.075,0.806,124.856,11,3805.764,9,60,1,0,1,1,0,138.158,0,1,5.452,2.448,1.914,1.633,1.451,1.322,1.222,1.144,1.079,1.024,0.978,0.937,0.901,0.282,0.276,0.271,0.265,0.26,0.255,0.25,0.245,0.24,0.235,0.23,0.226,0.221,0.217,0.213,0.208,0.204,0.2,0.196,0.192,0.188,0.185,0.181,0.177,0.174,0.17,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.667,7.833,8.396,8.692,8.884,9.021,9.125,9.208,9.276,9.334,9.383,9.426,9.463,3.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOKS600300411,KS,6003,18,0,3,1981,33,5.224,0.725,111.111,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.1,30,12,0,0,4,442.741,14.359,10,106.127,65.615,42.106,30.5,3242.6,1.076,0.782,244.485,11,432,9,60,1,0.143,0.857,1,0,2.304,0,1,14.071,13.79,13.514,13.244,12.979,12.719,12.465,12.215,11.971,11.732,11.497,11.267,11.042,10.821,10.604,10.392,10.185,9.981,9.781,9.586,9.394,9.206,9.022,8.841,8.665,8.491,8.322,8.155,7.992,7.832,7.676,7.522,7.372,7.224,7.08,6.938,6.799,6.663,6.53,6.399,1.563,1.532,1.501,1.471,1.442,1.413,1.385,1.357,1.33,1.303,1.277,1.252,1.227,1.202,1.178,1.154,1.131,1.109,1.086,1.065,1.043,1.023,1.002,0.982,0.962,0.943,0.924,0.906,0.888,0.87,0.853,0.836,0.819,0.802,0.786,0.771,0.755,0.74,0.725,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.404,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,28.263,13.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOOK600300511,OK,6003,41,0,3,3827.8,41,0.851,0.725,952.686,0,0.362,0.336,0.116,0.06,0.126,0,0,0,0,0.1,20,4,0,0,4,1234.747,13.412,23,75.024,70.278,65.711,30.5,29.6,1.232,0.72,3821.019,11,1120,9,60,1,0.929,0.071,1,0,11.598,18.3,1,11.485,5.156,4.031,3.44,3.057,2.784,1.041,1.02,1,0.98,0.96,0.941,0.922,0.904,0.886,0.868,0.851,0.834,0.817,0.801,0.785,0.769,0.753,0.738,0.724,0.709,0.695,0.681,0.667,0.654,0.641,0.628,0.616,0.603,0.591,0.579,0.568,0.556,0.545,0.534,10.942,4.912,3.841,3.277,2.913,2.652,0.992,0.972,0.953,0.934,0.915,0.897,0.879,0.861,0.844,0.827,0.811,0.794,0.778,0.763,0.748,0.733,0.718,0.704,0.69,0.676,0.662,0.649,0.636,0.623,0.611,0.599,0.587,0.575,0.563,0.552,0.541,0.53,0.52,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.921,21.306,22.619,23.309,23.755,24.075,9.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
