Resid	Play	RRC	Reg	Depth	API	Oilvisc	Gasgrav	GOR	NGPL	NGPLET	NGPLPR	NGPLBU	NGPLIS	NGPLPP	HeatVal	CO2cont	H2Scont	N2cont	Sulfur	Patsize	Noilwell	Ngaswell	Ninjwell	Latnum	Latlen	PHI	Pay	PERM	SOI	SOC	SOR	SWI	BOI	VDP	OOIP	flag	acres	Resacc	PROV	Totprod	Totinj	Totconv	Totps	Totpat	lyroil	lyrgas	numacc	OP1	OP2	OP3	OP4	OP5	OP6	OP7	OP8	OP9	OP10	OP11	OP12	OP13	OP14	OP15	OP16	OP17	OP18	OP19	OP20	OP21	OP22	OP23	OP24	OP25	OP26	OP27	OP28	OP29	OP30	OP31	OP32	OP33	OP34	OP35	OP36	OP37	OP38	OP39	OP40	GP1	GP2	GP3	GP4	GP5	GP6	GP7	GP8	GP9	GP10	GP11	GP12	GP13	GP14	GP15	GP16	GP17	GP18	GP19	GP20	GP21	GP22	GP23	GP24	GP25	GP26	GP27	GP28	GP29	GP30	GP31	GP32	GP33	GP34	GP35	GP36	GP37	GP38	GP39	GP40	CO1	CO2	CO3	CO4	CO5	CO6	CO7	CO8	CO9	CO10	CO11	CO12	CO13	CO14	CO15	CO16	CO17	CO18	CO19	CO20	CO21	CO22	CO23	CO24	CO25	CO26	CO27	CO28	CO29	CO30	CO31	CO32	CO33	CO34	CO35	CO36	CO37	CO38	CO39	CO40	WP1	WP2	WP3	WP4	WP5	WP6	WP7	WP8	WP9	WP10	WP11	WP12	WP13	WP14	WP15	WP16	WP17	WP18	WP19	WP20	WP21	WP22	WP23	WP24	WP25	WP26	WP27	WP28	WP29	WP30	WP31	WP32	WP33	WP34	WP35	WP36	WP37	WP38	WP39	WP40	WI1	WI2	WI3	WI4	WI5	WI6	WI7	WI8	WI9	WI10	WI11	WI12	WI13	WI14	WI15	WI16	WI17	WI18	WI19	WI20	WI21	WI22	WI23	WI24	WI25	WI26	WI27	WI28	WI29	WI30	WI31	WI32	WI33	WI34	WI35	WI36	WI37	WI38	WI39	WI40	II1	II2	II3	II4	II5	II6	II7	II8	II9	II10	II11	II12	II13	II14	II15	II16	II17	II18	II19	II20	II21	II22	II23	II24	II25	II26	II27	II28	II29	II30	II31	II32	II33	II34	II35	II36	II37	II38	II39	II40
EOTX4710317	4763	3	2	7000	39	0	0	0	450	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0.18	100	0	0	0	1	6000	26.479	0.073	60.53	68.288	0	0	0	1.291	0	0	9	173056	10	47	0	1	0	0	1730	0	0	1	156.608	54.167	22.635	10.785	5.660	3.199	1.918	1.206	0.789	0.533	0.371	0.265	0.193	0.143	0.108	0.083	0.064	0.051	0.040	0.032	0.026	0.021	0.018	0.015	0.012	0.010	0.009	0.007	0.006	0.005	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.001	225.507	52.261	26.610	16.907	11.994	9.096	7.214	5.909	4.959	4.242	3.685	3.241	2.881	2.584	2.333	2.111	1.910	1.729	1.564	1.415	1.281	1.159	1.048	0.949	0.858	0.777	0.703	0.636	0.575	0.521	0.471	0.426	0.386	0.349	0.316	0.286	0.259	0.234	0.212	0.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.696	1.740	0.911	0.562	0.382	0.277	0.210	0.165	0.133	0.110	0.092	0.078	0.067	0.058	0.051	0.046	0.041	0.036	0.033	0.030	0.027	0.025	0.023	0.021	0.019	0.018	0.017	0.016	0.014	0.014	0.013	0.012	0.011	0.010	0.010	0.010	0.009	0.009	0.008	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4710417	4763	4	2	7000	39	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0.18	100	0	0	0	1	6000	26.479	0.073	60.53	68.288	0	0	0	1.291	0	0	9	18432	10	47	0	1	0	0	184	0	0	1	156.608	54.167	22.635	10.785	5.660	3.199	1.918	1.206	0.789	0.533	0.371	0.265	0.193	0.143	0.108	0.083	0.064	0.051	0.040	0.032	0.026	0.021	0.018	0.015	0.012	0.010	0.009	0.007	0.006	0.005	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.001	885.880	306.405	128.038	61.008	32.018	18.097	10.849	6.821	4.462	3.018	2.100	1.498	1.091	0.810	0.612	0.469	0.364	0.286	0.228	0.183	0.148	0.121	0.100	0.083	0.069	0.058	0.049	0.042	0.036	0.031	0.026	0.023	0.020	0.017	0.015	0.013	0.012	0.010	0.009	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.327	14.640	6.117	2.915	1.530	0.865	0.518	0.326	0.214	0.144	0.100	0.071	0.052	0.039	0.029	0.022	0.018	0.014	0.011	0.008	0.007	0.006	0.005	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4710721	4764	3	2	10000	39	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	21120	10	47	1	0	0	0	211	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	108.793	37.629	15.724	7.492	3.932	2.223	1.332	0.838	0.548	0.371	0.258	0.184	0.134	0.099	0.075	0.058	0.045	0.035	0.028	0.022	0.018	0.015	0.012	0.010	0.009	0.007	0.006	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4710821	4764	6	2	10000	39	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	768	10	47	1	0	0	0	8	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	108.793	37.629	15.724	7.492	3.932	2.223	1.332	0.838	0.548	0.371	0.258	0.184	0.134	0.099	0.075	0.058	0.045	0.035	0.028	0.022	0.018	0.015	0.012	0.010	0.009	0.007	0.006	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4710917	4747	6	2	9200	39	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	75904	10	47	1	0	0	0	741	0	0	1	80.433	27.820	11.625	5.539	2.907	1.643	0.985	0.619	0.405	0.274	0.191	0.136	0.099	0.074	0.056	0.043	0.033	0.026	0.021	0.017	0.013	0.011	0.009	0.008	0.006	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	1015.826	351.350	146.819	69.956	36.714	20.752	12.440	7.822	5.117	3.460	2.408	1.717	1.251	0.929	0.701	0.538	0.418	0.328	0.261	0.210	0.170	0.139	0.114	0.095	0.079	0.067	0.056	0.048	0.041	0.035	0.030	0.026	0.023	0.020	0.017	0.015	0.014	0.012	0.011	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4711617	4766	6	2	9200	38	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	34528	10	47	1	0	0	0	344	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.016	0.004	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4711917	4766	1	2	9200	38	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	34848	10	47	1	0	0	0	348	0	0	1	30.188	10.441	4.363	2.079	1.091	0.617	0.370	0.232	0.152	0.103	0.072	0.051	0.037	0.028	0.021	0.016	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	179.469	62.074	25.939	12.359	6.486	3.666	2.198	1.382	0.904	0.611	0.425	0.303	0.221	0.164	0.124	0.095	0.074	0.058	0.046	0.037	0.030	0.025	0.020	0.017	0.014	0.012	0.010	0.008	0.007	0.006	0.005	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4712017	4766	1	2	9200	38	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	40256	10	47	1	0	0	0	403	0	0	1	0.170	0.087	0.053	0.035	0.025	0.019	0.015	0.012	0.010	0.008	0.007	0.006	0.005	0.004	0.004	0.003	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4713217	4766	2	2	9200	38	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	24160	10	47	1	0	0	0	242	0	0	1	30.188	10.441	4.363	2.079	1.091	0.617	0.370	0.232	0.152	0.103	0.072	0.051	0.037	0.028	0.021	0.016	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	179.469	62.074	25.939	12.359	6.486	3.666	2.198	1.382	0.904	0.611	0.425	0.303	0.221	0.164	0.124	0.095	0.074	0.058	0.046	0.037	0.030	0.025	0.020	0.017	0.014	0.012	0.010	0.008	0.007	0.006	0.005	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4713317	4766	1	2	9200	39	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	6235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	239360	10	47	1	0	0	0	2391	0	0	1	3.678	1.247	0.499	0.226	0.112	0.060	0.034	0.020	0.012	0.008	0.005	0.004	0.002	0.002	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.557	0.867	0.347	0.157	0.078	0.042	0.023	0.014	0.009	0.006	0.004	0.002	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4713417	4766	2	2	9200	38	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	31072	10	47	1	0	0	0	311	0	0	1	30.188	10.441	4.363	2.079	1.091	0.617	0.370	0.232	0.152	0.103	0.072	0.051	0.037	0.028	0.021	0.016	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	179.469	62.074	25.939	12.359	6.486	3.666	2.198	1.382	0.904	0.611	0.425	0.303	0.221	0.164	0.124	0.095	0.074	0.058	0.046	0.037	0.030	0.025	0.020	0.017	0.014	0.012	0.010	0.008	0.007	0.006	0.005	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4713617	4766	5	2	9200	40	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	173120	10	47	1	0	0	0	1727	0	0	1	27.363	3.015	0.941	0.419	0.225	0.135	0.088	0.061	0.044	0.033	0.025	0.020	0.016	0.013	0.011	0.009	0.008	0.006	0.006	0.005	0.004	0.004	0.003	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	17.516	1.930	0.602	0.268	0.144	0.087	0.056	0.039	0.028	0.021	0.016	0.013	0.010	0.008	0.007	0.006	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4713717	4766	5	2	9200	38	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	29888	10	47	1	0	0	0	299	0	0	1	30.188	10.441	4.363	2.079	1.091	0.617	0.370	0.232	0.152	0.103	0.072	0.051	0.037	0.028	0.021	0.016	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	179.469	62.074	25.939	12.359	6.486	3.666	2.198	1.382	0.904	0.611	0.425	0.303	0.221	0.164	0.124	0.095	0.074	0.058	0.046	0.037	0.030	0.025	0.020	0.017	0.014	0.012	0.010	0.008	0.007	0.006	0.005	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4714017	4766	1	2	9200	38	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	36608	10	47	1	0	0	0	366	0	0	1	30.188	10.441	4.363	2.079	1.091	0.617	0.370	0.232	0.152	0.103	0.072	0.051	0.037	0.028	0.021	0.016	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	179.469	62.074	25.939	12.359	6.486	3.666	2.198	1.382	0.904	0.611	0.425	0.303	0.221	0.164	0.124	0.095	0.074	0.058	0.046	0.037	0.030	0.025	0.020	0.017	0.014	0.012	0.010	0.008	0.007	0.006	0.005	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOTX4714417	4766	3	2	9200	38	0	0	0	20	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0	100	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	22880	10	47	1	0	0	0	228	0	0	1	30.188	10.441	4.363	2.079	1.091	0.617	0.370	0.232	0.152	0.103	0.072	0.051	0.037	0.028	0.021	0.016	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	179.469	62.074	25.939	12.359	6.486	3.666	2.198	1.382	0.904	0.611	0.425	0.303	0.221	0.164	0.124	0.095	0.074	0.058	0.046	0.037	0.030	0.025	0.020	0.017	0.014	0.012	0.010	0.008	0.007	0.006	0.005	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
